filename,oc_number,title,date,category,supersedes,superseded_by,local_path
UPI-_-OC-No_-185-A-_-FY-24-25---Addendum-to-OC-185---Implementation-of-Rs-5-Lakh-limit-per-transaction-for-specific-categories-in-UPI.pdf,185A,UPI OC No 185 A FY 24 25 Addendum to OC 185 Implementation of Rs 5 Lakh limit per transaction for specific categories in UPI,FY 24-25,UPI,,,Data/raw_pdfs/upi/UPI-_-OC-No_-185-A-_-FY-24-25---Addendum-to-OC-185---Implementation-of-Rs-5-Lakh-limit-per-transaction-for-specific-categories-in-UPI.pdf
UPI-_-OC-No_-185-B-_-FY-2025-26-_-Addendum-to-OC-185A--Implementation-of-higher-per-transaction-limit-for-specific-categories-in-UPI.pdf,185B,UPI OC No 185 B FY 2025 26 Addendum to OC 185A Implementation of higher per transaction limit for specific categories in UPI,FY 2025-26,UPI,,,Data/raw_pdfs/upi/UPI-_-OC-No_-185-B-_-FY-2025-26-_-Addendum-to-OC-185A--Implementation-of-higher-per-transaction-limit-for-specific-categories-in-UPI.pdf
UPI-_-OC-No_-193-C-_-FY-24-25-–-Addendum-to-OC-193---compliance-to-UPI-technical-specifications-–-TRAN-ID.pdf,193C,UPI OC No 193 C FY 24 25 – Addendum to OC 193 compliance to UPI technical specifications – TRAN ID,FY 24-25,UPI,,,Data/raw_pdfs/upi/UPI-_-OC-No_-193-C-_-FY-24-25-–-Addendum-to-OC-193---compliance-to-UPI-technical-specifications-–-TRAN-ID.pdf
UPI-_-OC-No_-193A-_-FY-2025-26-_-Compliance-of-UPI-Technical-Specification-TRAN-ID-1-in-UPI-system.pdf,193A,UPI OC No 193A FY 2025 26 Compliance of UPI Technical Specification TRAN ID 1 in UPI system,FY 2025-26,UPI,,,Data/raw_pdfs/upi/UPI-_-OC-No_-193A-_-FY-2025-26-_-Compliance-of-UPI-Technical-Specification-TRAN-ID-1-in-UPI-system.pdf
UPI-_-OC-No_-193B-_-FY-2025-26-_-Addendum-to-OC-193-and-OC-193A-in-UPI-system.pdf,193B,UPI OC No 193B FY 2025 26 Addendum to OC 193 and OC 193A in UPI system,FY 2025-26,UPI,,,Data/raw_pdfs/upi/UPI-_-OC-No_-193B-_-FY-2025-26-_-Addendum-to-OC-193-and-OC-193A-in-UPI-system.pdf
UPI-_-OC-No_-197-_-FY-24-25---Implementation-of-10-settlement-cycles-&-revised-business-day-cutover.pdf,197,UPI OC No 197 FY 24 25 Implementation of 10 settlement cycles & revised business day cutover,FY 24-25,UPI,,,Data/raw_pdfs/upi/UPI-_-OC-No_-197-_-FY-24-25---Implementation-of-10-settlement-cycles-&-revised-business-day-cutover.pdf
UPI-_-OC-No_-198-_-FY-24-25-–-Revision-of-Disputes-TAT.pdf,198,UPI OC No 198 FY 24 25 – Revision of Disputes TAT,FY 24-25,UPI,,,Data/raw_pdfs/upi/UPI-_-OC-No_-198-_-FY-24-25-–-Revision-of-Disputes-TAT.pdf
UPI-_-OC-No_-199-_-FY-24-25-–-Update-to-NPCI-CL-version-1_8-or-above.pdf,199,UPI OC No 199 FY 24 25 – Update to NPCI CL version 1 8 or above,FY 24-25,UPI,,,Data/raw_pdfs/upi/UPI-_-OC-No_-199-_-FY-24-25-–-Update-to-NPCI-CL-version-1_8-or-above.pdf
UPI-_-OC-No_-200-_-FY-24-25-–-Enablement-of-UPI-Mandate-feature-of-Single-Block-Multiple-Debits.pdf,200,UPI OC No 200 FY 24 25 – Enablement of UPI Mandate feature of Single Block Multiple Debits,FY 24-25,UPI,,,Data/raw_pdfs/upi/UPI-_-OC-No_-200-_-FY-24-25-–-Enablement-of-UPI-Mandate-feature-of-Single-Block-Multiple-Debits.pdf
UPI-_-OC-No_-201-A-_-FY-2025-26-_-Introduction-of-UPI-Circle-–-Delegated-Payments-for-secondary-users-–-Full-Delegation-Additional-Requirements.pdf,201A,UPI OC No 201 A FY 2025 26 Introduction of UPI Circle – Delegated Payments for secondary users – Full Delegation Additional Requirements,FY 2025-26,UPI,,,Data/raw_pdfs/upi/UPI-_-OC-No_-201-A-_-FY-2025-26-_-Introduction-of-UPI-Circle-–-Delegated-Payments-for-secondary-users-–-Full-Delegation-Additional-Requirements.pdf
UPI-_-OC-No_-201-_-FY-24-25-–-Introduction-of-“UPI-Circle”-–-Delegated-Payments-for-secondary-users.pdf,201,UPI OC No 201 FY 24 25 – Introduction of “UPI Circle” – Delegated Payments for secondary users,FY 24-25,UPI,,,Data/raw_pdfs/upi/UPI-_-OC-No_-201-_-FY-24-25-–-Introduction-of-“UPI-Circle”-–-Delegated-Payments-for-secondary-users.pdf
UPI-_-OC-No_-201B-_-FY-2025-26-_-Addendum-to-NPCI_UPI_2024-25_OC-201–-Introduction-of-IoT-devices-&-software-on-UPI-Circle.pdf,201B,UPI OC No 201B FY 2025 26 Addendum to NPCI UPI 2024 25 OC 201– Introduction of IoT devices & software on UPI Circle,FY 2025-26,UPI,,,Data/raw_pdfs/upi/UPI-_-OC-No_-201B-_-FY-2025-26-_-Addendum-to-NPCI_UPI_2024-25_OC-201–-Introduction-of-IoT-devices-&-software-on-UPI-Circle.pdf
UPI-_-OC-No_-205-_-FY-24-25-–-Introduction-of-Auto-Top-up-on-UPI-LITE.pdf,205,UPI OC No 205 FY 24 25 – Introduction of Auto Top up on UPI LITE,FY 24-25,UPI,,,Data/raw_pdfs/upi/UPI-_-OC-No_-205-_-FY-24-25-–-Introduction-of-Auto-Top-up-on-UPI-LITE.pdf
UPI-_-OC-No_-206-A-_-FY-2024-25-_-Addendum-to-OC-206-Implementation-of-Generic-Good-Faith-Debit-Adjustments.pdf,206A,UPI OC No 206 A FY 2024 25 Addendum to OC 206 Implementation of Generic Good Faith Debit Adjustments,FY 2024-25,UPI,,,Data/raw_pdfs/upi/UPI-_-OC-No_-206-A-_-FY-2024-25-_-Addendum-to-OC-206-Implementation-of-Generic-Good-Faith-Debit-Adjustments.pdf
UPI-_-OC-No_-206-_-FY-24-25-–-Implementation-of-Generic-Good-Faith-Debit-&-Credit-Adjustments-in-URCS_.pdf,206,UPI OC No 206 FY 24 25 – Implementation of Generic Good Faith Debit & Credit Adjustments in URCS,FY 24-25,UPI,,,Data/raw_pdfs/upi/UPI-_-OC-No_-206-_-FY-24-25-–-Implementation-of-Generic-Good-Faith-Debit-&-Credit-Adjustments-in-URCS_.pdf
UPI-_-OC-No_-207-_-FY-24-25-–-Auto--replenishment-of-NETC-FASTag-and-RuPay-NCMC-with-UPI-AutoPay.pdf,207,UPI OC No 207 FY 24 25 – Auto replenishment of NETC FASTag and RuPay NCMC with UPI AutoPay,FY 24-25,RuPay,,,Data/raw_pdfs/upi/UPI-_-OC-No_-207-_-FY-24-25-–-Auto--replenishment-of-NETC-FASTag-and-RuPay-NCMC-with-UPI-AutoPay.pdf
UPI-_-OC-No_-208-A-_-FY-2025-26-_-Addendum-to-OC---208-Implementation-of-NRP-&-PRD-process-&-arbitration-guidelines.pdf,208A,UPI OC No 208 A FY 2025 26 Addendum to OC 208 Implementation of NRP & PRD process & arbitration guidelines,FY 2025-26,UPI,,,Data/raw_pdfs/upi/UPI-_-OC-No_-208-A-_-FY-2025-26-_-Addendum-to-OC---208-Implementation-of-NRP-&-PRD-process-&-arbitration-guidelines.pdf
UPI-_-OC-No_-208-B-_-FY-2025-26-_-Addendum-to-OC-–-208A-Implementation-of-NRP-&-PRD-process-&-arbitration-guidelines.pdf,208B,UPI OC No 208 B FY 2025 26 Addendum to OC – 208A Implementation of NRP & PRD process & arbitration guidelines,FY 2025-26,UPI,,,Data/raw_pdfs/upi/UPI-_-OC-No_-208-B-_-FY-2025-26-_-Addendum-to-OC-–-208A-Implementation-of-NRP-&-PRD-process-&-arbitration-guidelines.pdf
UPI-_-OC-No_-208-_-FY-24-25-–-Implementation-of-NRP-&-PRD-process-&-arbitration-guidelines_.pdf,208,UPI OC No 208 FY 24 25 – Implementation of NRP & PRD process & arbitration guidelines,FY 24-25,UPI,,,Data/raw_pdfs/upi/UPI-_-OC-No_-208-_-FY-24-25-–-Implementation-of-NRP-&-PRD-process-&-arbitration-guidelines_.pdf
"UPI-_-OC-No_-208C-_-FY-2026-27-_-(Addendum-to-OC-208,-208A-&-208B)---Implementation-of-NRP-&-PRD-process-&-arbitration-guidelines.pdf",208C,"UPI OC No 208C FY 2026 27 (Addendum to OC 208, 208A & 208B) Implementation of NRP & PRD process & arbitration guidelines",FY 2026-27,UPI,,,"Data/raw_pdfs/upi/UPI-_-OC-No_-208C-_-FY-2026-27-_-(Addendum-to-OC-208,-208A-&-208B)---Implementation-of-NRP-&-PRD-process-&-arbitration-guidelines.pdf"
UPI-_-OC-No_-209-_-FY-24-25-–-Guidelines-on-UPI-features-for-UPI-123Pay.pdf,209,UPI OC No 209 FY 24 25 – Guidelines on UPI features for UPI 123Pay,FY 24-25,UPI,,,Data/raw_pdfs/upi/UPI-_-OC-No_-209-_-FY-24-25-–-Guidelines-on-UPI-features-for-UPI-123Pay.pdf
UPI-_-OC-No_-210-_-FY-24-25---Guidelines-for-volume-cap-for-Third-Party-App-Providers-(TPAPs)-in-UPI.pdf,210,UPI OC No 210 FY 24 25 Guidelines for volume cap for Third Party App Providers (TPAPs) in UPI,FY 24-25,UPI,,,Data/raw_pdfs/upi/UPI-_-OC-No_-210-_-FY-24-25---Guidelines-for-volume-cap-for-Third-Party-App-Providers-(TPAPs)-in-UPI.pdf
UPI-_-OC-No_-211-_-FY-24-25-–-Reset-Password-Process-for-URCS.pdf,211,UPI OC No 211 FY 24 25 – Reset Password Process for URCS,FY 24-25,UPI,,,Data/raw_pdfs/upi/UPI-_-OC-No_-211-_-FY-24-25-–-Reset-Password-Process-for-URCS.pdf
UPI-_-OC-No_-212-_-FY-2024-25-_-Guidelines-on-Merchant-Acquiring-in-UPI-by-Co-operative-Banks.pdf,212,UPI OC No 212 FY 2024 25 Guidelines on Merchant Acquiring in UPI by Co operative Banks,FY 2024-25,UPI,,,Data/raw_pdfs/upi/UPI-_-OC-No_-212-_-FY-2024-25-_-Guidelines-on-Merchant-Acquiring-in-UPI-by-Co-operative-Banks.pdf
UPI-_-OC-No_-213-_-FY-2024-25-_-Auto-Acceptance-&-Rejection-of-Chargeback.pdf,213,UPI OC No 213 FY 2024 25 Auto Acceptance & Rejection of Chargeback,FY 2024-25,UPI,,,Data/raw_pdfs/upi/UPI-_-OC-No_-213-_-FY-2024-25-_-Auto-Acceptance-&-Rejection-of-Chargeback.pdf
UPI-_-OC-No_-214_-FY-2025-26-_-Reduction-in-response-time-of-UPI-Transaction.pdf,214,UPI OC No 214 FY 2025 26 Reduction in response time of UPI Transaction,FY 2025-26,UPI,,,Data/raw_pdfs/upi/UPI-_-OC-No_-214_-FY-2025-26-_-Reduction-in-response-time-of-UPI-Transaction.pdf
UPI-_-OC-No_-215-A-_-FY-2025-26-_-Guidelines-on-usage-of-UPI-APIs.pdf,215A,UPI OC No 215 A FY 2025 26 Guidelines on usage of UPI APIs,FY 2025-26,UPI,,,Data/raw_pdfs/upi/UPI-_-OC-No_-215-A-_-FY-2025-26-_-Guidelines-on-usage-of-UPI-APIs.pdf
UPI-_-OC-No_-215_-FY-2025-26-_-Streamlining-the-initiation-of-Check-Transaction-in-UPI-and-misuse-of-APIs.pdf,215,UPI OC No 215 FY 2025 26 Streamlining the initiation of Check Transaction in UPI and misuse of APIs,FY 2025-26,UPI,,,Data/raw_pdfs/upi/UPI-_-OC-No_-215_-FY-2025-26-_-Streamlining-the-initiation-of-Check-Transaction-in-UPI-and-misuse-of-APIs.pdf
UPI-_-OC-No_-216-_-FY-2025-26-_-UPI-lite-raw-data-file-version-4_0.pdf,216,UPI OC No 216 FY 2025 26 UPI lite raw data file version 4 0,FY 2025-26,UPI,,,Data/raw_pdfs/upi/UPI-_-OC-No_-216-_-FY-2025-26-_-UPI-lite-raw-data-file-version-4_0.pdf
"UPI-_-OC-No_-217-_-FY-2025-26-_-Adoption-of-Standardized,-Validated-and-Exclusive-UPI-IDs-for-Payment-Collection-by-SEBI-Registered-Intermediaries-from-Investor-through-UPI.pdf",217,"UPI OC No 217 FY 2025 26 Adoption of Standardized, Validated and Exclusive UPI IDs for Payment Collection by SEBI Registered Intermediaries from Investor through UPI",FY 2025-26,UPI,,,"Data/raw_pdfs/upi/UPI-_-OC-No_-217-_-FY-2025-26-_-Adoption-of-Standardized,-Validated-and-Exclusive-UPI-IDs-for-Payment-Collection-by-SEBI-Registered-Intermediaries-from-Investor-through-UPI.pdf"
UPI-_-OC-No_-220-_-FY-2025-26-_-Discontinuing-the-service-of-UPI-Collect-Request-for-Person-to-Person-(P2P)-transactions.pdf,220,UPI OC No 220 FY 2025 26 Discontinuing the service of UPI Collect Request for Person to Person (P2P) transactions,FY 2025-26,UPI,,,Data/raw_pdfs/upi/UPI-_-OC-No_-220-_-FY-2025-26-_-Discontinuing-the-service-of-UPI-Collect-Request-for-Person-to-Person-(P2P)-transactions.pdf
UPI-_-OC-No_-221-_-FY-2025-26-_-Implementation-of-L5C-compliance-penalty-in-URCS-for-lite-L5-transactions.pdf,221,UPI OC No 221 FY 2025 26 Implementation of L5C compliance penalty in URCS for lite L5 transactions,FY 2025-26,UPI,,,Data/raw_pdfs/upi/UPI-_-OC-No_-221-_-FY-2025-26-_-Implementation-of-L5C-compliance-penalty-in-URCS-for-lite-L5-transactions.pdf
UPI-_-OC-No_-222-A-_-FY-2025-26-_-Addendum-segregation-of-UPI-settlement-cycles-for-Auth-and-disputes-transactions_.pdf,222A,UPI OC No 222 A FY 2025 26 Addendum segregation of UPI settlement cycles for Auth and disputes transactions,FY 2025-26,UPI,,,Data/raw_pdfs/upi/UPI-_-OC-No_-222-A-_-FY-2025-26-_-Addendum-segregation-of-UPI-settlement-cycles-for-Auth-and-disputes-transactions_.pdf
UPI-_-OC-No_-222-_-FY-2025-26-_-Segregation-of-UPI-settlement-cycles-for-Auth-and-disputes-transactions.pdf,222,UPI OC No 222 FY 2025 26 Segregation of UPI settlement cycles for Auth and disputes transactions,FY 2025-26,UPI,,,Data/raw_pdfs/upi/UPI-_-OC-No_-222-_-FY-2025-26-_-Segregation-of-UPI-settlement-cycles-for-Auth-and-disputes-transactions.pdf
UPI-_-OC-No_-223-_-FY-2025-26-_-Enhancement-of-UPI-Autopay.pdf,223,UPI OC No 223 FY 2025 26 Enhancement of UPI Autopay,FY 2025-26,UPI,,,Data/raw_pdfs/upi/UPI-_-OC-No_-223-_-FY-2025-26-_-Enhancement-of-UPI-Autopay.pdf
UPI-_-OC-No_-224-_-FY-2025-26-_-Introduction-of-Multi-Signatory-Accounts-of-UPI.pdf,224,UPI OC No 224 FY 2025 26 Introduction of Multi Signatory Accounts of UPI,FY 2025-26,UPI,,,Data/raw_pdfs/upi/UPI-_-OC-No_-224-_-FY-2025-26-_-Introduction-of-Multi-Signatory-Accounts-of-UPI.pdf
UPI-_-OC-No_-225-_-FY-2025-26-_-Enabling-Cash-Withdrawal-through-MicroATM-using-UPI-at-Business-Correspondent-(BC)-touch-points.pdf,225,UPI OC No 225 FY 2025 26 Enabling Cash Withdrawal through MicroATM using UPI at Business Correspondent (BC) touch points,FY 2025-26,UPI,,,Data/raw_pdfs/upi/UPI-_-OC-No_-225-_-FY-2025-26-_-Enabling-Cash-Withdrawal-through-MicroATM-using-UPI-at-Business-Correspondent-(BC)-touch-points.pdf
UPI-_-OC-No_-226-_-FY-2025-26-_-Introduction-of-Additional-Authentication-methods-in-UPI.pdf,226,UPI OC No 226 FY 2025 26 Introduction of Additional Authentication methods in UPI,FY 2025-26,UPI,,,Data/raw_pdfs/upi/UPI-_-OC-No_-226-_-FY-2025-26-_-Introduction-of-Additional-Authentication-methods-in-UPI.pdf
UPI-_-OC-No_-227-_-FY-2025-26-_-Introduction-of-“UPI-HELP”-–-a-pilot-an-AI-powered-support-for-UPI-payments.pdf,227,UPI OC No 227 FY 2025 26 Introduction of “UPI HELP” – a pilot an AI powered support for UPI payments,FY 2025-26,UPI,,,Data/raw_pdfs/upi/UPI-_-OC-No_-227-_-FY-2025-26-_-Introduction-of-“UPI-HELP”-–-a-pilot-an-AI-powered-support-for-UPI-payments.pdf
UPI-_-OC-No_-228-_-FY-2025-26-_-Enhancement-in-UPI-Single-Block-Multiple-Debits-(UPI-Reserve-Pay).pdf,228,UPI OC No 228 FY 2025 26 Enhancement in UPI Single Block Multiple Debits (UPI Reserve Pay),FY 2025-26,UPI,,,Data/raw_pdfs/upi/UPI-_-OC-No_-228-_-FY-2025-26-_-Enhancement-in-UPI-Single-Block-Multiple-Debits-(UPI-Reserve-Pay).pdf
UPI-_-OC-No_-229-_-FY-2025-26-_-Implementation-of-ISD-GSTIN-(Input-Service-distributor)-option-in-URCS-back-office-system_.pdf,229,UPI OC No 229 FY 2025 26 Implementation of ISD GSTIN (Input Service distributor) option in URCS back office system,FY 2025-26,UPI,,,Data/raw_pdfs/upi/UPI-_-OC-No_-229-_-FY-2025-26-_-Implementation-of-ISD-GSTIN-(Input-Service-distributor)-option-in-URCS-back-office-system_.pdf
UPI-_-OC-No_-231-_-FY-2025-26-_-Inclusion-of-purpose-code-and-Lite-reference-number-in-adjustment-report-for-UPI-URCS-Back-office-System.pdf,231,UPI OC No 231 FY 2025 26 Inclusion of purpose code and Lite reference number in adjustment report for UPI URCS Back office System,FY 2025-26,UPI,,,Data/raw_pdfs/upi/UPI-_-OC-No_-231-_-FY-2025-26-_-Inclusion-of-purpose-code-and-Lite-reference-number-in-adjustment-report-for-UPI-URCS-Back-office-System.pdf
UPI-_-OC-No_-232-_-FY-2026-27-_-Classification-of-MCC-for-Gift-Card-Voucher-Purchase-Transactions.pdf,232,UPI OC No 232 FY 2026 27 Classification of MCC for Gift Card Voucher Purchase Transactions,FY 2026-27,UPI,,,Data/raw_pdfs/upi/UPI-_-OC-No_-232-_-FY-2026-27-_-Classification-of-MCC-for-Gift-Card-Voucher-Purchase-Transactions.pdf
UPI-_-OC-No_-234-_-FY-2026-27-_-Safeguarding-User-Information-in-UPI.pdf,234,UPI OC No 234 FY 2026 27 Safeguarding User Information in UPI,FY 2026-27,UPI,,,Data/raw_pdfs/upi/UPI-_-OC-No_-234-_-FY-2026-27-_-Safeguarding-User-Information-in-UPI.pdf
UPI-_-OC-No_-39-A-_-FY-2025-26-_-Handling-of-Deemed-Approval-(Deemed-Acceptance-or-DA)-status-in-UPI-for-P2M-transaction-where-Acquiring-PSP-and-Merchant-Bank-are-the-same_.pdf,39A,UPI OC No 39 A FY 2025 26 Handling of Deemed Approval (Deemed Acceptance or DA) status in UPI for P2M transaction where Acquiring PSP and Merchant Bank are the same,FY 2025-26,UPI,,,Data/raw_pdfs/upi/UPI-_-OC-No_-39-A-_-FY-2025-26-_-Handling-of-Deemed-Approval-(Deemed-Acceptance-or-DA)-status-in-UPI-for-P2M-transaction-where-Acquiring-PSP-and-Merchant-Bank-are-the-same_.pdf
UPI-_-OC-No_-76B-_-FY-24-25---Addendum-to-NPCI_UPI_2023-24_76A-Revision-in-transaction-limits-based-on-Merchant-&-transaction-types.pdf,76B,UPI OC No 76B FY 24 25 Addendum to NPCI UPI 2023 24 76A Revision in transaction limits based on Merchant & transaction types,FY 24-25,UPI,,,Data/raw_pdfs/upi/UPI-_-OC-No_-76B-_-FY-24-25---Addendum-to-NPCI_UPI_2023-24_76A-Revision-in-transaction-limits-based-on-Merchant-&-transaction-types.pdf
UPI-_-OC-No_-76C-_-FY-2025-26-_-Addendum-to-NPCI_UPI_2025-26_OC76---Revision-in-transaction-limits-based-on-merchant-&-transactions-type.pdf,76C,UPI OC No 76C FY 2025 26 Addendum to NPCI UPI 2025 26 OC76 Revision in transaction limits based on merchant & transactions type,FY 2025-26,UPI,,,Data/raw_pdfs/upi/UPI-_-OC-No_-76C-_-FY-2025-26-_-Addendum-to-NPCI_UPI_2025-26_OC76---Revision-in-transaction-limits-based-on-merchant-&-transactions-type.pdf
UPI-_-OC170-A-_-FY-23-24-_-Addendum-to-RBI-Digital-Rupee---CBDC-and-UPI-Interoperability-for-P2P-UPI-QR.pdf,170A,UPI OC170 A FY 23 24 Addendum to RBI Digital Rupee CBDC and UPI Interoperability for P2P UPI QR,FY 23-24,UPI,,,Data/raw_pdfs/upi/UPI-_-OC170-A-_-FY-23-24-_-Addendum-to-RBI-Digital-Rupee---CBDC-and-UPI-Interoperability-for-P2P-UPI-QR.pdf
UPI-_-OC179-_-FY-23-24-_-Customer-awareness-and-engagement-for-UPI-LITE-Enablement-and-Top-up.pdf,179,UPI OC179 FY 23 24 Customer awareness and engagement for UPI LITE Enablement and Top up,FY 23-24,UPI,,,Data/raw_pdfs/upi/UPI-_-OC179-_-FY-23-24-_-Customer-awareness-and-engagement-for-UPI-LITE-Enablement-and-Top-up.pdf
UPI-_-OC180-_-FY-23-24-_-UPI-guidelines-on-deactivation-of-UPI-IDs-and-UPI-Number-of-inactive-customer.pdf,180,UPI OC180 FY 23 24 UPI guidelines on deactivation of UPI IDs and UPI Number of inactive customer,FY 23-24,UPI,,,Data/raw_pdfs/upi/UPI-_-OC180-_-FY-23-24-_-UPI-guidelines-on-deactivation-of-UPI-IDs-and-UPI-Number-of-inactive-customer.pdf
UPI-_-OC181-_-FY-23-24-_-Compliance-to-Merchant-Onboarding-in-UPI-and-Usage-Limits.pdf,181,UPI OC181 FY 23 24 Compliance to Merchant Onboarding in UPI and Usage Limits,FY 23-24,UPI,,,Data/raw_pdfs/upi/UPI-_-OC181-_-FY-23-24-_-Compliance-to-Merchant-Onboarding-in-UPI-and-Usage-Limits.pdf
UPI-_-OC76A-_-FY-23-24-_-Revision-in-transaction-limits-based-on-Merchant-&-transaction-types.pdf,76A,UPI OC76A FY 23 24 Revision in transaction limits based on Merchant & transaction types,FY 23-24,UPI,,,Data/raw_pdfs/upi/UPI-_-OC76A-_-FY-23-24-_-Revision-in-transaction-limits-based-on-Merchant-&-transaction-types.pdf
UPI-_OC-128A-_-FY26-27-Addendum-to-OC-128-Extension-of-additional-response-codes-under-Deemed-Debit-for-mandate-execution.pdf,128A,UPI OC 128A FY26 27 Addendum to OC 128 Extension of additional response codes under Deemed Debit for mandate execution,FY 26-27,UPI,,,Data/raw_pdfs/upi/UPI-_OC-128A-_-FY26-27-Addendum-to-OC-128-Extension-of-additional-response-codes-under-Deemed-Debit-for-mandate-execution.pdf
